Sequence_ID,Distance_Nearest,Pred_Kingdom,True_Kingdom,Entropy_Kingdom,Match_Kingdom,Pred_Phylum,True_Phylum,Entropy_Phylum,Match_Phylum,Pred_Class,True_Class,Entropy_Class,Match_Class,Pred_Order,True_Order,Entropy_Order,Match_Order,Pred_Family,True_Family,Entropy_Family,Match_Family,Pred_Genus,True_Genus,Entropy_Genus,Match_Genus,Pred_Species,True_Species,Entropy_Species,Match_Species
196,0.9654271602630615,Eukaryota,Eukaryota,0.0,True,Mollusca,Mollusca,0.0,True,Gastropoda,Gastropoda,0.0,True,Littorinimorpha,Littorinimorpha,0.0,True,Tateidae,Tateidae,0.0,True,Fluviopupa,Fluviopupa,0.0,True,Fluviopupa bula,Fluviopupa bula,2.246439344671016,True
197,0.9721019864082336,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Nymphalidae,Nymphalidae,0.0,True,Nymphalis,Nymphalis,0.0,True,Nymphalis faunus,Nymphalis faunus,0.8812908992306927,True
198,0.9301841259002686,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.0,True,Oestridae,Oestridae,1.8464393446710157,True,Hypoderma,Hypoderma,2.6464393446710153,True,Hypoderma bovis,Hypoderma lineatum,3.121928094887363,False
199,0.9661293625831604,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Tortricidae,Tortricidae,0.46899559358928117,True,Epinotia,Epinotia,1.3567796494470397,True,Epinotia mercuriana,Epinotia mercuriana,2.0464393446710156,True
200,0.9710330963134766,Eukaryota,Eukaryota,0.0,True,Rhodophyta,Rhodophyta,0.0,True,Florideophyceae,Florideophyceae,0.0,True,Gracilariales,Gracilariales,0.0,True,Gracilariaceae,Gracilariaceae,0.0,True,Gracilaria,Gracilaria,0.0,True,Gracilaria vermiculophylla,Gracilaria vermiculophylla,0.0,True
201,0.9896606802940369,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.0,True,Chironomidae,Chironomidae,0.0,True,Procladius,Procladius,0.0,True,Procladius culiciformis,Procladius pectinatus,2.1709505944546685,False
202,0.8697071671485901,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Gobiiformes,Gobiiformes,0.0,True,Gobiidae,Gobiidae,0.0,True,Stiphodon,Stiphodon,1.2954618442383217,True,Stiphodon percnopterygionus,Stiphodon pelewensis,2.6464393446710153,False
203,0.9283556342124939,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Hymenoptera,Hymenoptera,1.1567796494470395,True,Formicidae,Ichneumonidae,1.7709505944546686,False,Myrmica,Metopius,1.7709505944546686,False,Myrmica scabrinodis,Metopius amenus,2.3709505944546687,False
204,0.805241048336029,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,1.3609640474436813,True,Malacostraca,Malacostraca,1.9609640474436811,True,Amphipoda,Amphipoda,2.6464393446710157,True,Niphargidae,Niphargidae,2.6464393446710157,True,Niphargus,Niphargus,3.321928094887362,True,Niphargus virei,Niphargus virei,3.321928094887362,True
205,0.9214068055152893,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Cypriniformes,Cypriniformes,0.0,True,Danionidae,Danionidae,0.7219280948873623,True,Devario,Devario,0.7219280948873623,True,Devario aequipinnatus,Devario annandalei,1.8464393446710157,False
206,0.9721331596374512,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Malacostraca,Malacostraca,0.0,True,Decapoda,Decapoda,0.0,True,Diogenidae,Diogenidae,0.0,True,Calcinus,Calcinus,0.0,True,Calcinus laevimanus,Calcinus laevimanus,0.0,True
207,0.9592900276184082,Eukaryota,Eukaryota,0.0,True,Platyhelminthes,Platyhelminthes,0.0,True,Cestoda,Cestoda,0.0,True,Cyclophyllidea,Cyclophyllidea,0.0,True,Taeniidae,Taeniidae,0.0,True,Echinococcus,Echinococcus,0.0,True,Echinococcus granulosus,Echinococcus granulosus,0.0,True
208,0.8883523941040039,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Phasmatodea,Phasmatodea,1.6854752972273344,True,Phasmatidae,Lonchodidae,2.6464393446710157,False,Eurycnema,Gargantuoidea,3.321928094887362,False,Eurycnema goliath,Gargantuoidea triumphalis,3.321928094887362,False
209,0.9886680841445923,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Coleoptera,Coleoptera,0.0,True,Dytiscidae,Dytiscidae,0.0,True,Colymbetes,Colymbetes,0.0,True,Colymbetes dolabratus,Colymbetes dolabratus,0.0,True
210,0.9725933074951172,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Gelechiidae,Gelechiidae,0.9219280948873624,True,Scrobipalpa,Scrobipalpa,1.6854752972273344,True,Scrobipalpa halimifolia,Scrobipalpa disjectella,2.9219280948873627,False
211,0.9524743556976318,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Cypriniformes,Cypriniformes,0.0,True,Xenocyprididae,Xenocyprididae,0.46899559358928117,True,Hypophthalmichthys,Hypophthalmichthys,0.9219280948873624,True,Hypophthalmichthys nobilis,Hypophthalmichthys molitrix,1.5709505944546687,False
212,0.9744549989700317,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Arachnida,Arachnida,0.0,True,Araneae,Araneae,0.0,True,Linyphiidae,Linyphiidae,0.0,True,Erigone,Erigone,0.0,True,Erigone psychrophila,Erigone psychrophila,0.0,True
213,0.9826504588127136,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.0,True,Sarcophagidae,Sarcophagidae,0.0,True,Sarcophaga,Sarcophaga,0.0,True,Sarcophaga iota,Sarcophaga iota,0.0,True
214,0.9696095585823059,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Aves,Aves,0.0,True,Passeriformes,Passeriformes,0.46899559358928117,True,Certhiidae,Certhiidae,0.46899559358928117,True,Certhia,Certhia,0.46899559358928117,True,Certhia familiaris,Certhia familiaris,1.1567796494470395,True
215,0.9523327350616455,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Hymenoptera,Hymenoptera,0.9219280948873624,True,Braconidae,Braconidae,1.3567796494470397,True,Euaphidius,Euaphidius,2.6464393446710157,True,Euaphidius cingulatus,Euaphidius cingulatus,2.6464393446710157,True
216,0.9743193984031677,Eukaryota,Eukaryota,0.0,True,Mollusca,Mollusca,0.0,True,Gastropoda,Gastropoda,0.0,True,Littorinimorpha,Littorinimorpha,0.0,True,Tateidae,Tateidae,0.0,True,Potamopyrgus,Potamopyrgus,0.0,True,Potamopyrgus antipodarum,Potamopyrgus antipodarum,0.0,True
217,0.9443560242652893,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Hemiptera,Hemiptera,0.0,True,Acanthosomatidae,Acanthosomatidae,0.7219280948873623,True,Acanthosoma,Acanthosoma,2.4464393446710155,True,Acanthosoma firmatum,Acanthosoma giganteum,3.321928094887362,False
218,0.9826364517211914,Eukaryota,Eukaryota,0.0,True,Mollusca,Mollusca,0.0,True,Gastropoda,Gastropoda,0.0,True,Littorinimorpha,Littorinimorpha,0.8812908992306927,True,Cypraeidae,Cypraeidae,1.1567796494470395,True,Mauritia,Mauritia,1.1567796494470395,True,Mauritia arabica,Mauritia arabica,1.1567796494470395,True
219,0.9419209361076355,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Crambidae,Crambidae,1.570950594454669,True,Mecyna,Nomophila,2.9219280948873627,False,Mecyna flavalis,Nomophila noctuella,3.121928094887363,False
220,0.8824518918991089,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,1.8954618442383218,True,Geometridae,Gracillariidae,2.6464393446710153,False,Loweria,Caloptilia,3.321928094887362,False,Loweria tephrochroa,Caloptilia stigmatella,3.321928094887362,False
221,0.9838573932647705,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Saturniidae,Saturniidae,1.0,True,Eudaemonia,Eudaemonia,2.3709505944546687,True,Eudaemonia argiphontes,Eudaemonia argiphontes,3.121928094887363,True
222,0.9662317633628845,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Gobiiformes,Gobiiformes,0.0,True,Eleotridae,Eleotridae,0.0,True,Eleotris,Eleotris,0.0,True,Eleotris fusca,Eleotris fusca,0.0,True
223,0.9358376264572144,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Labriformes,Labriformes,0.0,True,Labridae,Labridae,0.0,True,Chlorurus,Chlorurus,0.0,True,Chlorurus oedema,Chlorurus oedema,0.9219280948873624,True
224,0.9165995121002197,Eukaryota,Eukaryota,0.0,True,Arthropoda,Ascomycota,0.9219280948873624,False,Insecta,Eurotiomycetes,1.3567796494470397,False,Diptera,Eurotiales,2.6464393446710153,False,Syrphidae,Aspergillaceae,3.121928094887363,False,Eumerus,Aspergillus,3.121928094887363,False,Eumerus barbarus,Aspergillus ustus,3.321928094887362,False
225,0.8782774806022644,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.46899559358928117,True,Coleoptera,Coleoptera,1.360964047443681,True,Scarabaeidae,Scarabaeidae,1.721928094887362,True,Dynastes,Dynastes,1.721928094887362,True,Dynastes hercules,Dynastes hercules,2.321928094887362,True
226,0.9804430603981018,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Hymenoptera,Hymenoptera,0.0,True,Diapriidae,Diapriidae,0.0,True,Belyta,Belyta,0.0,True,Belyta validicornis,Belyta validicornis,0.0,True
227,0.916445255279541,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Cypriniformes,Cypriniformes,1.0,True,Xenocyprididae,Xenocyprididae,1.360964047443681,True,Plagiognathops,Plagiognathops,1.8464393446710154,True,Plagiognathops microlepis,Plagiognathops microlepis,2.1219280948873624,True
228,0.9752328395843506,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Malacostraca,Malacostraca,0.0,True,Decapoda,Decapoda,0.0,True,Cryptochiridae,Cryptochiridae,0.0,True,Opecarcinus,Opecarcinus,0.0,True,Opecarcinus hypostegus,Opecarcinus hypostegus,0.0,True
229,0.987190842628479,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.46899559358928117,True,Bombyliidae,Bombyliidae,1.570950594454669,True,Systropus,Systropus,2.8464393446710154,True,Systropus macer,Systropus macer,2.8464393446710154,True
230,0.9366166591644287,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.46899559358928117,True,Crambidae,Crambidae,0.9219280948873624,True,Voliba,Nacoleia,2.9219280948873627,False,Voliba psammoessa,Nacoleia megaspilalis,2.9219280948873627,False
231,0.9694660902023315,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Tortricidae,Tortricidae,2.9219280948873627,True,Epitrichosma,Epitrichosma,3.121928094887363,True,Epitrichosma neurobapta,Epitrichosma neurobapta,3.121928094887363,True
232,0.9830197691917419,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.46899559358928117,True,Dolichopodidae,Dolichopodidae,0.46899559358928117,True,Dolichopus,Dolichopus,0.46899559358928117,True,Dolichopus lamellipes,Dolichopus lamellipes,0.46899559358928117,True
233,0.9635893702507019,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Hymenoptera,Hymenoptera,0.0,True,Apidae,Apidae,0.0,True,Apis,Apis,0.0,True,Apis mellifera,Apis mellifera,0.0,True
234,0.9852676391601562,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.0,True,Chironomidae,Chironomidae,0.0,True,Orthocladius,Orthocladius,0.0,True,Orthocladius dorenus,Orthocladius dorenus,0.9709505944546688,True
235,0.893062949180603,Eukaryota,Eukaryota,0.0,True,Chordata,Bryozoa,1.3609640474436813,False,Actinopteri,Gymnolaemata,1.8464393446710157,False,Perciformes,Cheilostomatida,2.6464393446710157,False,Serranidae,Bugulidae,3.321928094887362,False,Triso,Bugula,3.321928094887362,False,Triso dermopterus,Bugula flabellata,3.321928094887362,False
236,0.9531210064888,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Sciaenidae,Sciaenidae,0.9709505944546688,True,Sciaenidae,Sciaenidae,0.9709505944546688,True,Menticirrhus,Menticirrhus,0.9709505944546688,True,Menticirrhus saxatilis,Menticirrhus saxatilis,0.9709505944546688,True
237,0.85204017162323,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.46899559358928117,True,Coleoptera,Coleoptera,1.6854752972273344,True,Chrysomelidae,Chrysomelidae,2.8464393446710154,True,Cryptocephalus,Cryptocephalus,3.321928094887362,True,Cryptocephalus sericeus,Cryptocephalus samniticus,3.321928094887362,False
238,0.9439929723739624,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Gobiiformes,Gobiiformes,1.360964047443681,True,Gobiidae,Gobiidae,1.360964047443681,True,Ctenogobius,Ctenogobius,1.9609640474436811,True,Ctenogobius saepepallens,Ctenogobius saepepallens,1.9609640474436811,True
239,0.9555968642234802,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Coleoptera,Coleoptera,1.4854752972273346,True,Chrysomelidae,Chrysomelidae,2.9219280948873627,True,Aulacophora,Aulacophora,3.321928094887362,True,Aulacophora foveicollis,Aulacophora foveicollis,3.321928094887362,True
240,0.8944989442825317,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.7219280948873623,True,Depressariidae,Oecophoridae,1.7609640474436814,False,Scythropiodes,Casmara,2.446439344671015,False,Scythropiodes issikii,Casmara patrona,2.9219280948873627,False
241,0.9549150466918945,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Hemiptera,Hemiptera,0.0,True,Aphididae,Aphididae,0.0,True,Muscaphis,Myzus,2.8464393446710154,False,Muscaphis stroyani,Myzus mumecola,3.121928094887363,False
242,0.9768020510673523,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Coleoptera,Coleoptera,0.8812908992306927,True,Staphylinidae,Staphylinidae,1.295461844238322,True,Stenus,Stenus,1.295461844238322,True,Stenus eumerus,Stenus eumerus,1.5709505944546687,True
243,0.912088930606842,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Pleuronectiformes,Perciformes,1.4854752972273346,False,Pleuronectidae,Serranidae,1.7609640474436814,False,Pleuronichthys,Epinephelus,2.1219280948873624,False,Pleuronichthys cornutus,Epinephelus poecilonotus,2.9219280948873627,False
244,0.9024274349212646,Eukaryota,Eukaryota,0.0,True,Mollusca,Mollusca,0.0,True,Gastropoda,Gastropoda,0.0,True,Stylommatophora,Stylommatophora,0.8812908992306927,True,Camaenidae,Camaenidae,1.295461844238322,True,Amplirhagada,Amplirhagada,1.8954618442383218,True,Amplirhagada descartesana,Amplirhagada descartesana,2.6464393446710157,True
245,0.9785215854644775,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Crambidae,Crambidae,0.0,True,Udea,Udea,0.0,True,Udea rubigalis,Udea rubigalis,0.0,True
246,0.9693247675895691,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Lycaenidae,Lycaenidae,0.0,True,Japonica,Hypaurotis,1.7609640474436814,False,Japonica lutea,Hypaurotis korshunovi,2.6464393446710157,False
247,0.9858580231666565,Eukaryota,Eukaryota,0.0,True,Mollusca,Mollusca,0.0,True,Bivalvia,Bivalvia,0.0,True,Unionida,Unionida,0.0,True,Unionidae,Unionidae,0.0,True,Pustulosa,Pustulosa,0.0,True,Pustulosa pustulosa,Pustulosa pustulosa,0.0,True
248,0.8803703188896179,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Arachnida,Insecta,0.7219280948873623,False,Ixodida,Diptera,1.370950594454669,False,Ixodidae,Tephritidae,2.7219280948873625,False,Rhipicephalus,Anastrepha,3.121928094887363,False,Rhipicephalus sanguineus,Anastrepha grandis,3.121928094887363,False
249,0.9716280102729797,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Thecostraca,Thecostraca,0.0,True,Balanomorpha,Balanomorpha,0.0,True,Balanidae,Balanidae,0.0,True,Semibalanus,Semibalanus,0.0,True,Semibalanus cariosus,Semibalanus cariosus,0.0,True
250,0.9734556674957275,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Coleoptera,Coleoptera,1.0,True,Carabidae,Carabidae,1.7609640474436814,True,Bembidion,Bembidion,1.9609640474436811,True,Bembidion properans,Bembidion properans,1.9609640474436811,True
251,0.9658281207084656,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Mammalia,Mammalia,0.0,True,Primates,Primates,0.0,True,Hominidae,Hominidae,0.0,True,Homo,Homo,0.0,True,Homo sapiens,Homo sapiens,0.0,True
252,0.9858028888702393,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.0,True,Culicidae,Culicidae,0.0,True,Culex,Culex,0.0,True,Culex tritaeniorhynchus,Culex tritaeniorhynchus,0.0,True
253,0.9731917381286621,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Coleoptera,Coleoptera,1.0,True,Dytiscidae,Dytiscidae,1.970950594454669,True,Agabus,Agabus,2.246439344671016,True,Agabus setulosus,Agabus clypealis,2.7219280948873625,False
254,0.9820393919944763,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Mammalia,Mammalia,0.0,True,Chiroptera,Chiroptera,0.0,True,Vespertilionidae,Vespertilionidae,0.0,True,Lasiurus,Lasiurus,0.0,True,Lasiurus semotus,Lasiurus semotus,0.46899559358928117,True
255,0.9754872918128967,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Geometridae,Geometridae,0.8812908992306927,True,Xanthorhoe,Xanthorhoe,1.9609640474436811,True,Xanthorhoe lacustrata,Xanthorhoe lacustrata,1.9609640474436811,True
256,0.9838866591453552,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.46899559358928117,True,Syrphidae,Syrphidae,1.360964047443681,True,Milesia,Milesia,1.9609640474436811,True,Milesia pulchra,Milesia pulchra,1.9609640474436811,True
257,0.9734348058700562,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Coleoptera,Coleoptera,0.0,True,Curculionidae,Curculionidae,0.0,True,Dendroctonus,Dendroctonus,0.0,True,Dendroctonus rhizophagus,Dendroctonus rhizophagus,0.0,True
258,0.9244900345802307,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Clupeiformes,Clupeiformes,2.121928094887362,True,Clupeidae,Clupeidae,2.446439344671016,True,Opisthonema,Opisthonema,2.6464393446710157,True,Opisthonema oglinum,Opisthonema oglinum,3.121928094887363,True
259,0.9319432973861694,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.46899559358928117,True,Lepidoptera,Coleoptera,1.1567796494470395,False,Nymphalidae,Scarabaeidae,2.0464393446710156,False,Zaretis,Onthophagus,2.0464393446710156,False,Zaretis mirandahenrichae,Onthophagus sloanei,2.0464393446710156,False
260,0.9890311360359192,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.0,True,Culicidae,Culicidae,0.0,True,Culex,Culex,0.0,True,Culex tritaeniorhynchus,Culex tritaeniorhynchus,0.0,True
261,0.9728246331214905,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Hemiptera,Hemiptera,0.0,True,Aphididae,Aphididae,0.0,True,Hyalopterus,Hyalopterus,0.0,True,Hyalopterus arundiniformis,Hyalopterus arundiniformis,0.7219280948873623,True
262,0.9641582369804382,Eukaryota,Eukaryota,0.0,True,Mollusca,Mollusca,0.0,True,Bivalvia,Bivalvia,0.0,True,Mytilida,Mytilida,0.0,True,Mytilidae,Mytilidae,0.0,True,Brachidontes,Brachidontes,0.0,True,Brachidontes pharaonis,Brachidontes pharaonis,0.0,True
263,0.9691261053085327,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.46899559358928117,True,Drosophilidae,Drosophilidae,2.1609640474436813,True,Colocasiomyia,Colocasiomyia,2.8464393446710154,True,Colocasiomyia xanthogaster,Colocasiomyia xanthogaster,2.8464393446710154,True
264,0.9642244577407837,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Orthoptera,Orthoptera,0.0,True,Acrididae,Acrididae,0.0,True,Dociostaurus,Dociostaurus,0.0,True,Dociostaurus genei,Dociostaurus genei,1.295461844238322,True
265,0.9064549803733826,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Gobiiformes,Gobiiformes,2.321928094887362,True,Eleotridae,Eleotridae,2.321928094887362,True,Ophiocara,Ophiocara,2.321928094887362,True,Ophiocara gigas,Ophiocara ophicephalus,2.6464393446710153,False
266,0.9645265340805054,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Arachnida,Arachnida,0.0,True,Scorpiones,Scorpiones,0.0,True,Buthidae,Buthidae,0.0,True,Buthus,Buthus,0.7219280948873623,True,Buthus malhommei,Buthus malhommei,1.5709505944546687,True
267,0.982562243938446,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Oecophoridae,Oecophoridae,0.0,True,Denisia,Denisia,0.0,True,Denisia haydenella,Denisia haydenella,0.0,True
268,0.9572144150733948,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Blattodea,Blattodea,0.46899559358928117,True,Termitidae,Termitidae,0.46899559358928117,True,Patawatermes,Patawatermes,3.121928094887362,True,Patawatermes nigripunctatus,Patawatermes nigripunctatus,3.121928094887362,True
269,0.9210191965103149,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Orthoptera,Coleoptera,0.7219280948873623,False,Tettigoniidae,Elateridae,1.5709505944546687,False,Melanoscirtes,Megathous,1.5709505944546687,False,Melanoscirtes shengenae,Megathous dauricus,1.9609640474436811,False
270,0.9779624342918396,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Lepidoptera,Lepidoptera,0.0,True,Noctuidae,Noctuidae,2.1609640474436813,True,Schinia,Ulolonche,2.9219280948873627,False,Schinia luxa,Ulolonche fasciata,2.9219280948873627,False
271,0.9862083792686462,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.0,True,Chironomidae,Chironomidae,0.0,True,Heterotrissocladius,Heterotrissocladius,0.0,True,Heterotrissocladius oliveri,Heterotrissocladius oliveri,0.0,True
272,0.9811308979988098,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.46899559358928117,True,Mammalia,Mammalia,1.3609640474436813,True,Primates,Primates,2.1219280948873624,True,Hominidae,Hominidae,2.1219280948873624,True,Homo,Homo,2.1219280948873624,True,Homo sapiens,Homo sapiens,2.1219280948873624,True
273,0.9600785374641418,Eukaryota,Eukaryota,0.0,True,Chordata,Chordata,0.0,True,Actinopteri,Actinopteri,0.0,True,Clupeiformes,Clupeiformes,0.0,True,Clupeidae,Clupeidae,0.0,True,Sardinella,Sardinella,0.0,True,Sardinella lemuru,Sardinella lemuru,0.0,True
274,0.9565704464912415,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.0,True,Chironomidae,Chironomidae,0.0,True,Micropsectra,Micropsectra,0.0,True,Micropsectra polita,Micropsectra polita,0.0,True
275,0.9584072828292847,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.46899559358928117,True,Ephemeroptera,Ephemeroptera,1.360964047443681,True,Ephemerellidae,Ephemerellidae,1.7609640474436814,True,Eurylophella,Eurylophella,1.7609640474436814,True,Eurylophella bicolor,Eurylophella bicolor,2.7219280948873625,True
276,0.9853631258010864,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.0,True,Insecta,Insecta,0.0,True,Diptera,Diptera,0.0,True,Ceratopogonidae,Ceratopogonidae,0.0,True,Culicoides,Culicoides,0.0,True,Culicoides obsoletus,Culicoides scoticus,0.46899559358928117,False
277,0.9228577613830566,Eukaryota,Eukaryota,0.0,True,Arthropoda,Arthropoda,0.46899559358928117,True,Malacostraca,Malacostraca,1.6854752972273344,True,Decapoda,Decapoda,2.0464393446710156,True,Diogenidae,Diogenidae,2.6464393446710153,True,Calcinus,Calcinus,2.6464393446710153,True,Calcinus gaimardii,Calcinus morgani,2.9219280948873627,False
